color,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,language,content_rating,title_year,actor_2_facebook_likes,aspect_ratio,inf_adj_budget,inf_adj_gross,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Musical,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Year,GDP Growth Rate
Color,81.0,26.0,300.0,2000.0,3344,0.0,English,PG-13,2016.0,509.0,2.35,5283903.802805752,60965483.660793215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,1.7
Color,120.0,18.0,295.0,634.0,1810,11.0,English,PG,2016.0,420.0,2.35,5391738.574291583,22400592.56509185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1.7
Color,169.0,0.0,903.0,18000.0,29991,0.0,English,PG-13,2006.0,10000.0,2.35,268311006.94444442,256846049.37444443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2.9
Color,151.0,563.0,1000.0,40000.0,48486,2.0,English,PG-13,2006.0,5000.0,2.35,288851562.5,543082824.8279166,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,98.0,249.0,702.0,87000.0,92456,0.0,English,PG-13,2006.0,2000.0,2.35,205405555.55555555,77868608.07010417,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,124.0,14000.0,979.0,22000.0,34817,0.0,English,PG-13,2006.0,10000.0,2.35,192567708.33333334,171234170.50892362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,174.0,2000.0,362.0,15000.0,16008,2.0,English,PG-13,2006.0,574.0,2.35,160473090.27777776,279269570.49562496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2006,2.9
Color,108.0,189.0,1000.0,49000.0,55486,2.0,English,PG,2006.0,3000.0,1.85,141216319.44444442,322054430.82513887,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
 Black and White,104.0,14.0,203.0,3000.0,4487,0.0,English,PG,2006.0,762.0,2.35,128378472.22222221,96322576.96524304,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,151.0,17000.0,1000.0,29000.0,45648,0.0,English,R,2006.0,13000.0,2.35,115540624.99999999,169939002.46756944,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,108.0,750.0,971.0,49000.0,70996,0.0,English,PG,2006.0,20000.0,2.35,128378472.22222221,254180166.4121875,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2006,2.9
Color,138.0,278.0,213.0,14000.0,17423,3.0,English,PG-13,2006.0,3000.0,1.85,109121701.3888889,81167095.21100694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,83.0,28.0,624.0,4000.0,6081,1.0,English,PG,2006.0,650.0,1.85,109121701.3888889,108227619.78937499,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,104.0,681.0,159.0,584.0,1235,5.0,English,PG-13,2006.0,227.0,2.35,109121701.3888889,80230094.12065972,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,107.0,153.0,233.0,11000.0,12700,1.0,English,PG-13,2006.0,1000.0,1.85,89864930.55555555,176315181.18256944,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,83.0,12.0,925.0,13000.0,22813,1.0,English,PG,2006.0,7000.0,1.85,102702777.77777778,199011460.34097221,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,93.0,189.0,38.0,1000.0,1267,0.0,English,PG,2006.0,177.0,1.85,83446006.94444443,105561091.08340277,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2006,2.9
Color,109.0,0.0,18.0,16000.0,16479,0.0,English,R,2006.0,430.0,1.85,97567638.8888889,45300177.16819444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2006,2.9
Color,115.0,107.0,241.0,835.0,1815,0.0,English,PG,2006.0,590.0,1.85,102702777.77777778,250761365.5346875,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,130.0,386.0,525.0,912.0,2856,0.0,English,PG-13,2006.0,549.0,2.35,89864930.55555555,132664179.5442361,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2006,2.9
Color,91.0,27.0,925.0,12000.0,17299,0.0,English,PG,2006.0,970.0,2.35,96283854.16666667,94564879.26145832,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2006,2.9
Color,122.0,285.0,989.0,8000.0,12410,5.0,English,PG-13,2006.0,1000.0,2.35,93716284.72222222,190274069.0215625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
Color,117.0,487.0,769.0,1000.0,4905,0.0,English,G,2006.0,843.0,2.35,154054166.66666666,313311218.82579863,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
Color,110.0,0.0,559.0,3000.0,5609,1.0,English,PG-13,2006.0,579.0,1.85,89864930.55555555,54269106.76496527,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2006,2.9
Color,129.0,0.0,625.0,12000.0,14421,0.0,English,PG-13,2006.0,1000.0,1.85,80878437.5,90168540.5072222,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,131.0,368.0,383.0,11000.0,12088,0.0,English,PG,2006.0,529.0,2.35,83446006.94444443,55886093.960486114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
Color,98.0,322.0,723.0,979.0,6334,1.0,English,PG-13,2006.0,862.0,1.85,82162222.22222221,74787247.43927082,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,117.0,0.0,447.0,18000.0,32360,0.0,English,R,2006.0,13000.0,2.35,83446006.94444443,270355549.65520835,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2006,2.9
Color,98.0,48.0,722.0,21000.0,24664,0.0,English,PG,2006.0,936.0,2.35,64189236.111111104,78455827.89125,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,107.0,69.0,206.0,310.0,1352,0.0,English,PG-13,2006.0,219.0,2.35,77027083.33333333,46574721.20798611,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,117.0,125.0,168.0,10000.0,11036,0.0,English,PG-13,2006.0,617.0,2.35,70608159.72222221,208725469.0634722,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,110.0,94.0,240.0,277.0,847,1.0,English,PG-13,2006.0,245.0,1.85,69324374.99999999,97059670.94999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,135.0,16000.0,310.0,23000.0,24468,0.0,English,R,2006.0,638.0,2.35,115540624.99999999,43102214.48041666,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2006,2.9
Color,106.0,235.0,931.0,4000.0,8315,1.0,English,PG-13,2006.0,957.0,1.85,66756805.555555545,152363595.4984375,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,129.0,0.0,277.0,18000.0,19148,2.0,English,R,2006.0,412.0,2.35,57770312.49999999,113620904.67777777,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2006,2.9
Color,95.0,9.0,11000.0,14000.0,37967,2.0,English,PG-13,2006.0,11000.0,2.35,64189236.111111104,113818006.71374999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,78.0,5.0,1000.0,8000.0,11124,0.0,English,G,2006.0,2000.0,1.85,64189236.111111104,74891590.89392361,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,105.0,12.0,935.0,87000.0,101383,1.0,English,PG-13,2006.0,11000.0,2.35,64189236.111111104,62578278.85243055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,75.0,0.0,677.0,4000.0,6863,3.0,English,PG,2006.0,769.0,1.85,60337881.94444444,19924134.767118055,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,112.0,61.0,501.0,1000.0,3757,1.0,English,PG-13,2006.0,976.0,2.35,57770312.49999999,49246232.28246527,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,88.0,8.0,8000.0,12000.0,33822,1.0,English,PG,2006.0,11000.0,1.85,64189236.111111104,36116919.71204861,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,102.0,235.0,520.0,956.0,2998,1.0,English,R,2006.0,845.0,2.35,64189236.111111104,80004019.63107638,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2006,2.9
Color,89.0,119.0,807.0,2000.0,5855,8.0,English,PG-13,2006.0,869.0,1.85,57770312.49999999,116444082.07934028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,120.0,155.0,249.0,23000.0,24300,1.0,English,PG,2006.0,984.0,2.35,51351388.88888889,104748523.39482638,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,99.0,14.0,633.0,17000.0,19334,0.0,English,PG-13,2006.0,826.0,1.85,51351388.88888889,90075024.49291667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,130.0,22000.0,19000.0,23000.0,63986,1.0,English,PG-13,2006.0,20000.0,2.35,51351388.88888889,68146814.4770486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2006,2.9
Color,139.0,0.0,19.0,708.0,848,0.0,Maya,R,2006.0,78.0,1.85,51351388.88888889,65293148.47211805,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,99.0,18.0,211.0,18000.0,18693,0.0,English,PG,2006.0,426.0,2.35,51351388.88888889,67168873.49190971,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,123.0,0.0,826.0,4000.0,7243,1.0,English,PG-13,2006.0,887.0,1.85,51351388.88888889,20492376.398715276,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,109.0,64.0,505.0,11000.0,23923,0.0,English,PG-13,2006.0,11000.0,2.35,44932465.277777776,160130270.973125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,75.0,221.0,553.0,11000.0,13125,2.0,English,PG-13,2006.0,970.0,1.85,42364895.83333333,74012492.34590277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2006,2.9
Color,101.0,308.0,206.0,446.0,966,0.0,English,PG,2006.0,224.0,2.35,38513541.666666664,48293345.63996527,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,83.0,12.0,690.0,2000.0,5022,5.0,English,PG,2006.0,826.0,1.85,44932465.277777776,14932014.63142361,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2006,2.9
Color,117.0,0.0,567.0,883.0,3611,1.0,English,PG-13,2006.0,883.0,2.35,44932465.277777776,9574811.79642361,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,96.0,0.0,1000.0,20000.0,24640,0.0,English,PG-13,2006.0,1000.0,1.85,44932465.277777776,13016619.379930556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2.9
 Black and White,105.0,0.0,308.0,845.0,2355,2.0,English,R,2006.0,552.0,1.66,41081111.111111104,1675129.8055902778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2006,2.9
Color,113.0,395.0,77.0,8000.0,8362,1.0,English,PG-13,2006.0,189.0,1.85,48783819.44444445,51528263.61277777,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,118.0,3.0,439.0,1000.0,3797,0.0,English,PG-13,2006.0,712.0,1.85,38513541.666666664,44551473.91819444,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2.9
Color,125.0,21.0,581.0,12000.0,15811,1.0,English,PG-13,2006.0,2000.0,2.35,38513541.666666664,49339470.999270834,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
Color,95.0,425.0,560.0,973.0,2737,1.0,English,PG-13,2006.0,776.0,2.35,38513541.666666664,28918719.517777774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2.9
Color,94.0,110.0,277.0,14000.0,15271,1.0,English,PG-13,2006.0,829.0,1.85,38513541.666666664,23751257.497152776,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2006,2.9
Color,87.0,23.0,748.0,826.0,4473,4.0,English,PG-13,2006.0,816.0,2.35,26959479.166666668,616619.7750694444,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,103.0,80.0,585.0,806.0,3211,3.0,English,PG-13,2006.0,591.0,1.85,35945972.22222222,22241241.66361111,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,105.0,99.0,960.0,17000.0,20109,0.0,English,PG-13,2006.0,1000.0,1.85,25675694.444444444,43247664.72187499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,90.0,176.0,825.0,931.0,4431,1.0,English,PG,2006.0,839.0,2.35,33378402.777777772,21371657.244166665,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,116.0,529.0,174.0,442.0,1134,0.0,English,R,2006.0,252.0,1.85,32094618.055555552,9187961.243368056,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,139.0,13000.0,461.0,13000.0,15111,0.0,English,PG,2006.0,683.0,1.85,30810833.33333333,90210488.17302084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
Color,90.0,2.0,807.0,16000.0,19952,0.0,English,PG-13,2006.0,1000.0,2.35,25675694.444444444,26008575.971562497,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2006,2.9
Color,85.0,64.0,729.0,3000.0,6539,0.0,English,PG-13,2006.0,869.0,1.85,25675694.444444444,62323355.15256944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,137.0,70.0,464.0,4000.0,5746,0.0,English,PG-13,2006.0,884.0,1.85,25675694.444444444,50252262.477326386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2006,2.9
Color,115.0,272.0,1000.0,49000.0,52571,1.0,English,PG-13,2006.0,2000.0,2.35,25675694.444444444,48067698.650694445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2006,2.9
Color,75.0,19.0,806.0,1000.0,3590,0.0,English,PG-13,2006.0,934.0,2.35,11554062.5,29627561.252152774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2006,2.9
Color,97.0,212.0,637.0,960.0,3261,0.0,English,PG-13,2006.0,917.0,2.35,25675694.444444444,29902048.547395833,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2006,2.9
Color,108.0,480.0,579.0,970.0,4374,1.0,English,PG-13,2006.0,931.0,2.35,25675694.444444444,22856241.302361112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,123.0,6.0,85.0,541.0,908,0.0,English,PG,2006.0,249.0,2.35,25675694.444444444,17191384.593819443,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,77.0,3.0,593.0,787.0,2185,0.0,English,G,2006.0,690.0,1.85,25675694.444444444,9478173.617673611,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,100.0,0.0,407.0,21000.0,39507,0.0,English,R,2006.0,18000.0,1.85,11168927.083333334,7036418.92736111,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2006,2.9
Color,82.0,119.0,6.0,332.0,505,1.0,English,R,2006.0,165.0,1.85,23108125.0,164973985.59493053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,111.0,521.0,64.0,97.0,313,0.0,English,R,2006.0,68.0,2.35,19256770.833333332,40402541.02048611,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,110.0,422.0,422.0,33000.0,35345,2.0,English,R,2006.0,459.0,2.35,22466232.638888888,24622951.17489583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,108.0,192.0,580.0,1000.0,4500,0.0,English,R,2006.0,1000.0,2.35,19256770.833333332,53633398.39486111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,2.9
Color,89.0,0.0,323.0,690.0,2135,2.0,English,PG-13,2006.0,400.0,1.33,5135138.888888888,20098503.543229166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,107.0,80.0,841.0,2000.0,5992,6.0,English,PG-13,2006.0,2000.0,1.85,24391909.722222224,9187694.216145834,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2.9
Color,110.0,168.0,96.0,3000.0,4210,3.0,English,PG-13,2006.0,979.0,1.85,20540555.555555552,51127751.022708334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2006,2.9
Color,122.0,30.0,260.0,21000.0,25173,2.0,English,R,2006.0,3000.0,1.85,21567583.333333332,283606.018125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,110.0,168.0,96.0,3000.0,4210,3.0,English,PG-13,2006.0,979.0,1.85,20540555.555555552,51127751.022708334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2006,2.9
Color,83.0,473.0,597.0,20000.0,26402,0.0,English,R,2006.0,4000.0,1.85,20540555.555555552,50723666.94354166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,2.9
Color,87.0,165.0,383.0,1000.0,2452,0.0,English,PG-13,2006.0,431.0,2.35,19256770.833333332,61442211.53548611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2006,2.9
Color,95.0,15.0,461.0,1000.0,3845,0.0,English,PG,2006.0,786.0,2.35,19256770.833333332,26957821.800590277,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,92.0,8.0,129.0,472.0,1045,1.0,English,PG-13,2006.0,239.0,1.85,25675694.444444444,24190758.62923611,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,121.0,16.0,526.0,907.0,3633,4.0,English,R,2006.0,585.0,2.35,19256770.833333332,16110837.114756942,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2006,2.9
 Black and White,116.0,153.0,539.0,3000.0,5012,0.0,English,R,2006.0,788.0,2.35,19256770.833333332,12063066.453159722,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2.9
Color,91.0,6.0,596.0,8000.0,10732,0.0,English,PG,2006.0,625.0,1.85,19256770.833333332,10373129.474583331,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,112.0,0.0,383.0,12000.0,13528,0.0,English,R,2006.0,593.0,2.35,17972986.11111111,14384164.636354165,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,137.0,143.0,280.0,14000.0,15337,0.0,English,R,2006.0,617.0,2.35,33378402.777777772,7009238.637222222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,141.0,16000.0,78.0,378.0,751,0.0,Japanese,R,2006.0,85.0,2.35,24391909.722222224,17657086.48829861,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2006,2.9
Color,104.0,35.0,844.0,24000.0,27806,0.0,English,PG,2006.0,912.0,2.35,16689201.388888886,14117061.670833332,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2.9
Color,118.0,41.0,442.0,2000.0,3474,4.0,English,R,2006.0,812.0,1.85,16689201.388888886,1476869.7957986111,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,104.0,98.0,920.0,17000.0,21380,0.0,English,PG-13,2006.0,2000.0,2.35,15405416.666666664,83791357.87256944,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2006,2.9
Color,104.0,20.0,717.0,836.0,3963,3.0,English,PG,2006.0,826.0,1.85,15405416.666666664,23872896.09958333,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,93.0,83.0,501.0,26000.0,28767,1.0,English,R,2006.0,725.0,1.78,15405416.666666664,35727567.06256944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,86.0,378.0,783.0,957.0,3535,0.0,English,PG-13,2006.0,925.0,1.85,15405416.666666664,7114767.025173611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,122.0,708.0,316.0,433.0,1291,0.0,English,R,2006.0,398.0,2.35,15405416.666666664,8671834.852569444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,104.0,238.0,22.0,60.0,150,0.0,English,PG-13,2006.0,35.0,2.35,14121631.944444444,452901.2770138889,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2.9
Color,121.0,163.0,482.0,723.0,3189,0.0,English,R,2006.0,651.0,1.85,12837847.222222222,102895785.82427081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2006,2.9
Color,107.0,0.0,685.0,1000.0,5264,4.0,English,PG-13,2006.0,907.0,1.85,7702708.333333332,81175664.47402777,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,103.0,27.0,534.0,1000.0,4441,2.0,English,PG-13,2006.0,809.0,1.85,15405416.666666664,36504939.79298611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,105.0,500.0,718.0,11000.0,12946,8.0,English,PG-13,2006.0,912.0,2.35,12837847.222222222,26110395.505451385,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2.9
Color,120.0,0.0,294.0,23000.0,24270,0.0,English,PG-13,2006.0,342.0,1.85,12837847.222222222,7040756.8359375,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,2.9
Color,94.0,17.0,179.0,607.0,1611,0.0,English,R,2006.0,318.0,2.35,11554062.5,20842621.11420139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,2.9
Color,101.0,36.0,27.0,7000.0,7227,1.0,English,R,2006.0,150.0,2.35,10270277.777777776,76885800.25708333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,107.0,53.0,463.0,954.0,2512,5.0,English,R,2006.0,551.0,2.35,10270277.777777776,68658.09072916667,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,2.9
Color,99.0,60.0,628.0,4000.0,6526,0.0,English,R,2006.0,787.0,1.85,8986493.055555554,2123851.079548611,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,88.0,132.0,180.0,435.0,1140,2.0,English,R,2006.0,230.0,2.35,8344600.694444443,17160480.04420139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,97.0,781.0,90.0,596.0,1081,0.0,English,R,2006.0,206.0,1.85,7702708.333333332,150921.73194444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,95.0,17.0,255.0,592.0,2000,6.0,English,PG-13,2006.0,378.0,1.85,7189194.444444443,8998904.68625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,2.9
 Black and White,97.0,0.0,657.0,1000.0,2990,3.0,English,R,2006.0,898.0,1.85,6418923.611111111,30989082.99065972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,81.0,5.0,710.0,49000.0,50831,0.0,English,R,2006.0,780.0,1.85,5135138.888888888,10046668.15486111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2006,2.9
Color,101.0,0.0,681.0,827.0,3574,3.0,English,R,2006.0,729.0,1.85,4493246.527777777,282733.0445138889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,91.0,38.0,377.0,625.0,2747,0.0,English,PG-13,2006.0,464.0,1.85,4236489.583333333,10409243.622604167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,99.0,18.0,233.0,939.0,2321,0.0,English,PG-13,2006.0,407.0,1.85,3851354.166666666,9062925.7465625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,100.0,0.0,249.0,640.0,1491,1.0,English,PG-13,2006.0,261.0,1.85,3209461.8055555555,92309.25666666665,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
Color,101.0,263.0,37.0,71.0,226,3.0,English,Unrated,2006.0,51.0,1.78,2567569.444444444,2547514.159513889,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2.9
Color,96.0,38.0,85.0,363.0,774,1.0,English,R,2006.0,223.0,1.85,2567569.444444444,254711.8753819444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.9
